point_id,obj_id,obj_size,C,Na,P,S,K,Ca,Fe,Histone H3,SMA,Total Tau,MAP2,Cathepsin D,Podoplanin,CD56,CD31,SV2A,GlnSyn,Iba1,HSP60,CollagenIV,Ki-67,Albumin,CD36,Endoglin_CD105,Amyloid A,VAMP2,GLUT1,vWF,MAG,VGLUT1,VGLUT2,Synaptophysin,CD45,PSD95,Fibrinogen,Gephyrin,CD44,GFAP,8OHG,HLA-DR,Ta,Au,Astrocytes2
1,60,289,0,0,0.010381,0.0069204,2.0623,0.52595,0,0.034602,0,0.044983,0,0,0,0.52249,0,0.031142,0.072664,0,0,0.048443,0,0,0,0,0,0.051903,0,0,0.010381,0.013841,0.0034602,0.027682,0.020761,0,0,0,0.017301,0.017301,0,0,0.027682,0.083045,0.089965
1,61,586,0,0,0.013652,0.0068259,3.1297,0.54437,0.24744,0.018771,0,0.044369,0.0051195,0,0,0.47099,0.044369,0.32082,0.095563,0.14846,0,0.35495,0,0,0,0.023891,0.087031,0.34471,0.74061,0.48805,0.073379,0.013652,0.010239,0.051195,0.06314,0.098976,0.040956,0,0.080205,0.040956,0.047782,0.03413,0.29181,0.087031,0.13652
1,62,121,0,0,0.0082645,0,0.72727,0.33884,0.46281,0.033058,0,0.024793,0,0,0,0.2314,0,0.0082645,0.090909,0,0,0,0,0.066116,0,0.0082645,0,0.016529,0,0,0.049587,0,0,0,0,0,0,0,0,0.0082645,0.049587,0,0,0.057851,0.099174
1,63,117,0,0,0,0,0.51282,0.11966,0,0,0,0.034188,0,0,0,0.4188,0,0,0.094017,0,0,0,0,0,0,0,0,0.017094,0,0,0.008547,0.008547,0,0.008547,0.008547,0,0,0,0,0,0,0,0,0.068376,0.094017
1,64,772,0,0,0.0090674,0.003886,2.3795,0.4456,0.19301,0,0.007772,0.031088,0,0,0,0.23834,0,0.010363,0.064767,0,0,0,0,0,0,0,0,0.023316,0,0,0,0,0.0025907,0.010363,0.0064767,0,0,0,0.011658,0.047927,0,0,0.025907,0.042746,0.11269
1,65,167,0,0,0,0,2.0659,0.47904,0,0,0,0.041916,0,0,0,0.5988,0,0.02994,0.05988,0,0,0,0,0,0,0,0,0.047904,0,0,0.017964,0.017964,0,0.077844,0.017964,0,0,0,0,0.011976,0,0,0.005988,0.011976,0.071856
1,66,112,0,0,0,0,1.5446,0.375,0,0,0,0.071429,0,0,0,0.54464,0,0.035714,0.089286,0,0,0,0,0,0,0,0,0.053571,0,0,0.026786,0,0,0.035714,0.035714,0,0,0,0,0,0,0,0.017857,0.080357,0.089286
1,67,7199,0,0,0.0055563,0.0043062,7.9754,7.976,3.6851,0.042089,0.025559,0.046395,0.006112,0,0,0.33852,0.014446,0.023059,0.13502,0.19058,0,0.43701,0,0.079317,0.053063,0.023892,0.010557,0.040006,0.030282,0.0033338,0.0031949,0.0080567,0.0047229,0.038478,0.037088,0.029865,0.020975,0.031115,0.018614,0.02542,0.010001,0.011113,27.254,18.042,0.16044
1,68,474,0,0,0.010549,0.0084388,6.5759,4.6245,1.3249,0,0.0063291,0.048523,0,0,0,0.43249,0,0.010549,0.056962,0,0,0.07384,0,0,0,0.023207,0,0.052743,0,0,0,0,0,0.029536,0.021097,0,0.0063291,0,0.023207,0.040084,0,0,12.789,4.9051,0.097046
1,69,931,0,0,0.015038,0.0042965,2.449,0.93663,0,0.15038,0,0.027927,0,0,0,0.17508,0,0.0064447,0.090226,0,0,0,0,0,0,0,0,0.024705,0,0,0.0075188,0.0010741,0.0064447,0.023631,0.011815,0,0,0,0.0042965,0.025779,0.042965,0,0.0064447,0.009667,0.116
1,70,649,0,0,0.032357,0.010786,2.4037,0.69183,0,0.22958,0,0.052388,0.0046225,0,0,0.24499,0,0.01849,0.078582,0,0,0,0,0,0,0,0,0.035439,0,0,0.0046225,0.0046225,0.0046225,0.023112,0.0046225,0,0,0,0.0030817,0.012327,0,0,0.0061633,0.024653,0.090909
1,71,189,0,0,0.005291,0,0.43386,0.16402,0.2381,0,0,0.047619,0,0,0,0.48148,0,0.026455,0.1164,0,0,0,0,0,0,0,0,0.042328,0,0,0,0,0.010582,0.037037,0.010582,0,0,0,0.005291,0,0,0,0,0.015873,0.1164
1,72,188,0,0,0.0053191,0,1.1543,0.24468,0,0,0,0.058511,0,0,0,0.75,0,0.026596,0.074468,0,0,0,0,0,0,0,0,0.085106,0,0,0,0.015957,0.0053191,0.037234,0.015957,0,0,0,0.0053191,0.031915,0,0,0.21809,0.28191,0.10638
1,73,201,0,0,0.0049751,0.0049751,0.77612,0.25871,0,0,0,0.10945,0,0,0,0.47761,0,0.029851,0.079602,0,0,0,0,0,0,0.0049751,0,0.059701,0,0,0.0199,0,0,0.034826,0.024876,0,0,0,0,0.0099502,0,0,0,0.0199,0.089552
1,74,219,0,0,0,0,0.94521,0.44292,0.091324,0,0,0.077626,0,0,0,0.3516,0,0.0045662,0.082192,0,0,0,0,0.059361,0,0.0045662,0,0.018265,0.045662,0,0,0.0045662,0.0045662,0.027397,0.018265,0,0.018265,0,0.013699,0,0,0,3.4703,1.1416,0.082192
1,75,197,0,0,0.015228,0.0050761,1.3147,0.39594,0.081218,0,0,0.030457,0,0,0,0.18274,0.020305,0,0.086294,0.060914,0,0.081218,0,0,0,0.030457,0,0.035533,0.030457,0,0.010152,0.015228,0,0.015228,0.010152,0,0,0,0,0.010152,0,0.015228,0.015228,0.055838,0.096447
1,76,297,0,0,0.006734,0.013468,1.3906,0.37037,0,0.050505,0,0.020202,0,0,0,0.15825,0,0.026936,0.10774,0,0,0,0,0,0,0,0,0.040404,0,0,0,0,0.006734,0.026936,0.010101,0,0,0,0.013468,0.003367,0.030303,0,0.013468,0.057239,0.11111
1,77,119,0,0,0.0084034,0,2.1597,0.68067,0,0,0,0.092437,0.042017,0,0,0.64706,0,0.042017,0.10084,0,0,0,0,0,0,0,0,0.058824,0,0,0.0084034,0.016807,0,0.033613,0.02521,0,0,0,0,0,0,0,0.0084034,0.02521,0.10084
1,78,1628,0,0,0.017813,0.002457,1.5246,0.38329,0,0.086609,0,0.02457,0,0,0,0.3016,0,0.014128,0.10442,0,0,0.0030713,0,0,0,0,0,0.025184,0.0030713,0,0,0.00061425,0.004914,0.020885,0.012899,0,0,0,0.0012285,0.011057,0,0,0.0079853,0.02027,0.11548
1,79,1026,0,0,0.015595,0.005848,2.1345,0.68811,0.022417,0.032164,0,0.025341,0.0019493,0,0,0.26901,0,0.04386,0.08577,0.0048733,0,0.025341,0,0,0,0,0,0.047758,0.059454,0.035088,0.0019493,0.002924,0.0038986,0.02924,0.0087719,0,0,0,0.005848,0.049708,0.054581,0,0.015595,0.0097466,0.13548
1,80,253,0,0,0,0,1.4822,0.28854,0.083004,0,0,0,0,0,0,0.29644,0.039526,0.031621,0.039526,0.3913,0,0.01581,0,0,0,0.0079051,0,0.079051,0.22925,0,0.0079051,0,0,0.019763,0.039526,0,0,0,0.011858,0.059289,0,0.055336,0.043478,0.01581,0.098814
1,81,100,0,0,0.02,0.01,0.87,0.28,0,0,0,0.03,0,0,0,0.66,0,0.03,0.08,0,0,0,0,0,0,0,0,0.03,0,0,0,0.02,0,0.02,0.04,0,0,0,0,0.01,0,0,0.05,0.07,0.09
1,82,157,0,0,0,0,1.3949,0.33121,0,0,0,0.082803,0,0,0,0.51592,0,0.025478,0.095541,0,0,0,0,0,0,0,0,0.082803,0,0,0,0.0063694,0.0063694,0.038217,0.019108,0,0,0,0.012739,0.012739,0,0,0.025478,0.012739,0.10828
